aback|شاته
soft|پوست
soften|نرمول
softness|ملايمت
softness|نرمي
soil|خاورې
soiled|کرغېړن
soiled|ککړ
soiled|لغوړن
soiled|لوغړن
soiled|ماموس
solace|سوده
solar|لمرنی
solar|لمريز
solar|نوريز
soldier|سپايي
soldier|عسکر
soldier|نفر
soldier|سرتيري
soldier|فوځي
soldier|سرتيرى
soldiers|سرتيري
sole|يوازينی
solely|تش
solid|جسم
solid|جماد
solid|درينګ
solid|سخت
solid|صلب
solid|کرل
solid|کرنډ
solid|کرنګ
solid|کروړ
solid|کلک
solid|کړنګ
solid|مجسم
solid|مستحکم
solidity|استحکام
solitary|منفرد
solitude|خلوت
solitude|يوازي والی
solitude|يوازيتوب
solitude|څړه توب
solitude|څړه ګي
solution|محلول
solve|حلول
some|لږکوټي
some|لږڅه
some|يوڅه
some|ځينی
some|څه
somebody|يوڅوک
someone|يوڅوک
somersault|سرکونډۍ
sometime|کله کله
sometimes|احياناً
somewhat|لږوډير
somewhat|لږڅه
somewhat|يوڅه
somewhat|څه ناڅه
son|زويک
son|زوی
son|ځوی
song|بدله
song|ترانه
song|سرود
song|سندره
song|غاړه
song|مسرۍ
song|ناره
song|نغمه
sons|زامن
soon|لنډګنډ
soot|دوده
soot|لوي
soothing|مسکن
soothsayer|فالبين
sooty|دودجن
sop|چوخيدل
sophisticated|مجحز، مخ ته تللي
sophistry|مغالطه
sorcerer|کوډګر
sorcery|سحر
sorcery|کوډي
sorcery|کوډه
sorcery|کوډې
sore|زخم
sorghum|ږدن
sorrow|تاثر
sorrow|تاړاک
sorrow|خپګان
sorrow|رقت
sorrow|زهيرتوب
sorrow|غم
sorrow|لړبکه
sorrow|ناورين
sorrow|نواړه
sorrow|نول
sorrow|وير
sorrowful|زيير
sorrowful|کړمن
sorrowful|ناښاد
sorry|متاسف
sort|زيل
sort|سپڼل
sort|سورت
sort|سورتول
sort|شان
sort|شانې
sort|قسم
sort|نوع
sort|نوږي
sort|ډول
sort|نوږى
sought|مطلوب
soul|رو
soul|روح
soul|سا
soul|ساه
soul|سا
souls|ساګانې
sound|آواز
sound|بېواټه
sound|حسابي
sound|زوږ
sound|سلامت
sound|صوت
sound|غږ
sound|ږغ
sound|ګړ
soundness|عافيت
soup|زېمنه
soup|سوپ
soup|شوروا
soup|ځومنه
soup|ښوروا
sour|تريو
source|ماخذ
source|مبدا
source|مدرک
source|مصدر
source|منبع
source|منشا
source|مورينکه
source|مورينه
source|مونډ
source|سرچینه
sources|سرچينې
sourness|تريووالی
south|سهيل
southern|سهيلي
souvenir|ارمغان
sovereign|واکوال
sovereignty|سلطه
sow|کرل
sowing|کرنه
sowing|کرنګ
sown|کښت
space|جو
space|فاصله
space|فضا
space|فضايي
space|ځای
spacious|پراخ
spaciousness|وسعت
spade|قرا
spade|کره
spade|يوم
spade|ييم
spain|هسپانيه
span|لوېشتول
span|ولېشت
spangle|دايک
spare|تارپه تار
spare|درېغول
spare|فالتو
spare|پاتی
spare|پريښودل
sparing|ژغورنه
sparing|لب
spark|بڅری
spark|سپرغۍ
sparkle|برېښېدل
sparkling|بلک
sparrow|چرچڼه
sparrow|چوغکه
sparrow|چرچڼه
sparse|تار په تار
spatial|فضايي
speaker|نطاق
speaker|وياند
speaking|ناطق
spear|سانګه
special|مختصات
special|مخصوص
special|ځانګړى
special|ځانګړی
special|ځانګړې
special|ځانګړي
specialist|متخصص
specialty|تخصص
species|توکم
species|نوع
species|نوغی
specific|مخصوص
specifications|مشخصات
specified|معين
specimen|نمونه
speck|پخه
speckle|خال
speckled|خالداره
spectacle|ننداره
spectacles|عېنکې
spectator|نندارچي
speculation|احتکار
speculative|احتکاري
speculator|محتکر
speech|تقرير
speech|تکلم
speech|خطابه
speech|کلام
speech|نطق
speech|وينا
speech|وينه
speed|سرعت
speed|شت
speed|زغردتوب
speedy|چټک
spell|اودوم
spell|پاړو
spell|دم
spell|طلسم
spell|کوډي
spell|منتر
spell|هوده
spell|ټوټکه
spelling|تهجي
spelling|ليک دود
spelling|هجا
spend|لګول
spendthrift|بدخرڅه
spent|لګېدل
spherical|مدور
spice|مساله
spices|دارو
spider|غڼې
spider|کوکي
spider|مچپړانګ
spigot|ميخچو
spike|نېښ
spill|بيول
spill|بيېدل
spill|تويول
spill|تويېدل
spin|چورلول
spin|چورليدل
spin|رېشل
spin|ورېسل
spin|ورېشل
spin|څرخ
spinach|ساګ
spinach|سبزي
spindle|دوک
spine|شمزۍ
spinning|ورېشون
spinster|ستۍ
spiral|مارپيچ
spirit|رو
spirit|روح
spirit|مانا
spirit|معنا
spirit|معنی
spirit|سا
spirit|پېری
spirit|پېرۍ
spiritless|بېروحه
spirits|پېريان
spiritual|ملکوتي
spirituality|معنويت
spit|توکول
spit|سيخ
spit|ناړه
spit|تو کول
spite|بغض
spite|دوک
spite|سخه
spite|عناد
spite|کينه
spite|ميرڅي
spiteful|مغرضانه
spittoon|توکاڼۍ
splash|شور
splash|شړپ
splash|غړم
splash|غړومب
splash|داغ
splashed|شړپېدل
splashing|څړپا
spleen|توری
splendour|دبدبه
splendour|رونق
splint|سکينده
split|چاود
split|چول
split|مړغنډۍ
spoil|مريله
spoil|ولجه
spoiled|ضايع
spoiled|نازولی
spoiled|وروست
spoiling|وراني
spoiling|ورانښت
spokesman|ویاند
sponger|مفتخور
spontaneous|پخپله
spool|ګونټه
spool|ګوټ
spool|ګوټک
spoon|کاچوغه
sport|تکړښت
sportive|سپورټي
sportsman|ورزشکاره
spot|داغ
spot|رټه
spot|لکه
spot|نقطه
spot|ټکی
spotted|خالداره
spouse|زوجه
spout|چښکوری
spout|فواره
spout|کښکېلۍ
sprain|مچ
sprained|رګي
spray|دارۍ
spread|خپن
spread|خپور
spread|خواره
spread|خورېدل
spread|غوړول
spread|ليتری
spread|هوار
spread|هوارول
spreading|ترويج
spreading|شننه
spreading|نشر
spring|غورځېدل
spring|فنر
spring|سپرلي
springing|پوڼکي
sprinkle|پاشل
sprinkler|اوپاش
sprout|نار
sprout|نېښ
sprout|ټوکېدل
spruce|صنوبر
spur|ممريز
spurge|ارمنی
spurious|بدل
spurting|خوټهار
sputnik|سپوتنيک
spy|رپوټچي
spy|مخبر
spy|موشک
spy|څرکبه
squabble|کوړه
squadron|رساله
squall|جم
square|مربع
square|ميدان
square|ګونيا
squash|کډو
squat|موندری
squeak|کړچ
squeak|کړس
squeaking|چغهار
squeaking|کړچهار
squeaking|کړچی
squeal|رينګېدل
squealing|رينګه
squeeze|زبېښل
squeeze|نچورول
squeeze|نڅوړول
squeeze|نښتېځل
squeezed|چختاړ
squeezed|چختاڼ
squeezed|خړيچ
squeezed|نچور
squeezed|نچوړ
squeezed|نڅوړ
squirm|منځېدل
squirming|تاو
squirrel|موږك پړانګ
squirrel|پيش پړانګ
stability|استقرار
stability|پايښت
stability|ثبات
stability|قرار
stability|څوار
stability|برابری
stability|څوار
stable|طبيله
stable|غوجل
stable|کمند
stack|درمن
stack|درمند
stack|کوړۍ
stacking|مچوړې
stadium|لوبغالی
staff|سټاف
stag|غرڅه
stag|ګاوز
stage|دوره
stage|صحنه
stage|مرحله
stage|منزل
stagger|تمبېدل
stagnancy|رکود
stagnant|ډب
stagnation|بندښت
stagnation|رکود
stain|رټه
stain|لکه
staining|چڼ
stairs|زينه
stairway|خرخچ
stake|مږوی
stake|مېخ
stale|خازه
stale|وچغاړی
stale|ګنده
stalk|ناړ
stalk|ناړګوره
stalk|ناړۍ
stalk|ډانډی
stalk|ډنډر
stallion|وينده
stammering|ګنګوړه
stamp|تاپه
stampede|لګه درګه
stamper|مهر
stances|مراتب
stand|دريځ
stand|درېدل
stand|موقف
stand|ولاړول
stand|ولاړېدل
standard|علم
standard|معيار
standard|معياري
standard|بيرغ
standards|موازين
standing|تم
standing|ولاړ
standstill|سکته
stanza|مسبع
star|ستوری
starch|نشايسته
stare|په ځير ليدل
starling|شامتوره
starling|شامتوله
starling|څاښکه
starling|زرکه یا سرکه، شامتوره
starry|له ستورو ډك
stars|ستوري
start|بريد
start|پيل
start|چالانول
start|دين
start|شروع
start|شروع کيدل
start|پيل
started|چالان
starter|مايه
starvation|نوها
starved|نارنهور
starving|شوم
state|اظهارول
state|اظهرېدل
state|اوضاع
state|ايالت
state|حال
state|حالت
state|دولت
state|سامانه
state|مملکت
state|وضع
state|وضعيت
state|ولايت
state|ولايتي
statement|اظهار نامه
statement|اعلاميه
statement|بيان
statement|بيانيه
static|ساکن
station|پړاو
station|تمځی
station|سټېشن
station|هډه
stationary|قرطاسيه
statistics|احصائيه
statue|مجسمه
statue|څلی
stature|ونه
status|منزلت
status|موقف
statute|قانون
statutes|اصولنامه
statutory|قانوني
staunch|کلک
staying|توقف
steadfast|کلک
steadfastness|متانت
steadiness|استقرار
steal|غلا
stealthily|خپ وچوپ
steam|بړاس
steam|تاو
steam|توښ
steam|خومښ
steam|دم
steam|دمول
steam|دوب
steam|وږم
steel|فولاد
steel|سټيل
steel|سټيل
steep|ستغ
steep|ستوغ
stem|برلوکی
stem|درمه
stem|ساقه
stem|نالګی
stem|ناړ
stem|ناړګوره
stem|ناړۍ
stem|ټانټه
stem|ډانډ
stench|تعفن
step|پل
step|پټ
step|پټه
step|قدم
step|مرتبه
step|ګام
stepmother|ميره
steppe|جلګه
steps|زينه
steps|مراتب
stepson|بنزی
stereotype|نګوس
sterile|اکړ
sterile|سلنډه
sterile|شنډ
sterile|عقيم
sterile|وچنه
stern|ترينګلی
stern|تريو
stern|تريوتندی
stern|جوټ
stern|رټ
stew|غورمه
stew|قورمه
stew|کورمه
stew|ځومنه
stick|خلی
stick|سريښول
stick|لوړ
stick|لښته
stick|متار
stick|مښلول
stick|ډبلی
stick|ډک
stick|ډکۍ
stick|ډنډه
stick|ښخېدل
sticky|بروی
sticky|برو
stiff|لک
stiff|نېچ
stiff|نېغ
stiff|نیغ
stiff|نیغه
stifling|اختناق
still|بې حرکته
still|لا
still|لاهم
still|ليا
still|متوقف
stillness|توخته
stillness|سکوت
stimulant|محرک
stimulation|تحريک
stimulus|محرک
sting|چيچنګ
sting|خار
sting|لاشه
stingy|بخيل
stingy|چوس
stingy|خاشه پنا
stingy|خسيس
stingy|سخت
stingy|سوکړ
stingy|سوګت
stingy|سوګر
stingy|کنجوس
stingy|کنسکی
stingy|محسک
stingy|مټکور
stingy|نشتوکی
stingy|نېښ
stingy|وچغاړی
stingy|ټينګ
stingy|شوم
stingy|شوم پړک
stink|تعفن
stinking|بدوږمه
stinking|بوين
stinking|بويناک
stinking|متعفن
stinking|سخا
stipend|مواجب
stipulated|مقيد
stipulation|شرط
stir|لړل
stirring|مهيج
stirrup|رکاب
stitch|چړکه
stitch|کوکول
stitch|څريکه
stitch|څړکه
stock|موجودي
stock|نسب
stock|نسل
stockings|جبرۍ
stoics|رواقيون
stomach|معده
stomach|نس
stomach|ګېډه
stone|کاڼی
stone|ډبره
stone|ګټه
stone|تيګه
stool|غايطه مواد
stooping|ټوغ
stop|اډه
stop|بس
stop|بند
stop|بندول
stop|بندېدل
stop|پړاو
stop|توقف
stop|توقف کول
stop|درول
stop|درېش
stop|کريابېدل
stop|لاس اخيستل
stoppage|بنديز
stoppage|بندښت
stoppage|سکته
stopped|تمځی
stopper|خولپوټی
stopper|خولوندی
stopping|انقطاع
storage|ګدام
store|دکان
store|ذخيره
store|مخزن
store|مغازه
store|هټۍ
store|وستون
storeroom|وستون
storey|منزل
stories|طبقات
stork|لګ لګ
storm|توپان
storm|طوفان
stormy|څپان
stormy|څپاند
story|داستان
story|قصه
story|کيسه
story|مواسه
story|نقل
story|نکل
stout|غوچ
stout|غوټ
stout|نابړ
stout|ناپړ
stove|توښۍ
straddled|شوار
straight|سيخ
straight|شک
straight|مستقيم
straight|نېچ
straight|نېغ
straight|نیغ
straight|نیغه
straighten|سمول
straightness|سموالی
strain|فشار
strained|مضيقه
strainer|صافي
strange|نااشنا
strange|نامانوس
strange|غيرنورمال
strangeness|غيرعادي والی
stranger|اوپره
stranger|بېګانه
stranger|پردی
stranger|پردېس
stranger|نابلد
stranger|نابوم
stranger|نامحرم
stranger|ناولده
stranger|بیګانه
strangers|اغيار
strangulated|مختنق
strap|رک
strap|روک
strap|روګ
strata|طبقات
strategic|سوق الجيشي
strategy|چهال
stratum|پوړۍ
stratum|طبقه
straw|بوس
straw|پروړ
straw|دروزه
strawberry|ګروس
stray|زاړند
streak|رګ
stream|لګډ
stream|ناله
stream|نه بېلېدونکی
stream|وله
stream|وياله
stream|وېله
stream|جريان
street|خيابان
street|کوڅه
strength|پياوړتوب
strength|پياوړتيا
strength|تقويه کول
strength|تکړه والی
strength|توان
strength|زور
strength|سېک
strength|طاقت
strength|قوت
strength|لل
strength|متره
strength|مټ
strength|واټی
strengthening|تحکيم
strengthening|تقويه
strengthening|مقوي
stress|خج
stress|فشار
stretched|ليتری
stretcher|ژغی
strew|ويړول
stricken|ويرژلی
stricken|ويرژړلی
stricken|ويرلړلی
strict|موکد
strictly|يوپه يوه
strife|مجادله
strife|مجاهدت
strife|مجاهده
strike|ترنګول
strike|مښتل
strike|هړتال
strike|کاربنديز
striker|ارغی
striker|موڅۍ
striking|دربی
string|بيير 
string|پړی
string|پېيل
string|تار
string|مزی
string|واګه
stringed|تاريز
strip|پاډه
strip|پيته
strip|پټاره
strip|پټۍ
strip|ترښکه
strip|تړانګه
stripe|پټه
striped|راداره
striped|لاري لاري
striped|لاريز
striped|رادار
strips|بجړانګی
strive| ډیر تالاش کول
strive|هڅه
striving|هاند
stroke|ترنګهار
stroke|زم
stroke|وار
stroke|ډب
stroll|چکر
strong|تکړه
strong|زبده
strong|زبر
strong|زورور
strong|غښتلی
strong|قوي
strong|کلنګي
strong|محکم 
strong|مزی
strong|مستحکم
strong|مضبوط
strong|مغزن
strong|مقتدر
strong|مړوچ
strong|هډور
strong|ټينګ
strong|تکړه
stronghold|کوټ
struck|مښتی
structure|ساختمان
struggle|جهاد
struggle|جهد
struggle|غورځي پرځي
struggle|مبارزه
struggle|مجادله
struggle|مجاهدت
struggle|مجاهده
struggle|کوشش
strumpet|ګدۍ
stub|کونده
stubble|انګروزه
stubble|ناړ
stubble|ناړګوره
stubble|ناړۍ
stubborn|خری
stubborn|سرتمبه
stubborn|سرزوری
stubborn|لچر
stubborn|ټکنی
stubborn|ځېلی
stubbornness|زوروري
stubbornness|زېل
stubbornness|سرتمبګي
stubbornness|لج
stubbornness|لچري
stubbornness|ينډه
stubbornness|ځېل
stucco|ګچ
stuck|رودل
stuck|مښتی
stuck|ښخ
stuck|نښتل
stuck|اړ
student|شاګرد
student|طالب
student|متعلم
student|محصل
student|مکتبي
students|طلاب
studies|درس
studious|زيارکښ
study|تحصيل
study|مطالعه
study|څېړل
study|څېړنه
study|څيړل
stuff|اټېرل
stuffed|اټېرن
stumble|دربلېدل
stumbling|تيندک
stump|ګرګه
stun|حيرانيدل
stung|چيچلی
stunned|وارخطا
stupefied|ګيچ
stupid|اوږدغوږی
stupid|بې عقل
stupid|بې مغزه
stupid|بېړا
stupid|پاګل
stupid|سوډر
stupid|غبي
stupid|غول
stupid|کروېږه
stupid|لاډيز
stupid|لل
stupid|لوده
stupid|متړ
stupid|نافهمه
stupid|ګېدی
stupid|شوده
stupidity|ناداني
sturdy|محکم 
sturdy|مستحکم
sturdy|مضبوط
sturdy|نابړ
sturdy|ناپړ
sturdy|ګونده
stuttering|اروړ
style|سبک
stylish|فيشني
subdue|ځپل
subdued|مطيع
subject|رعيت
subject|مبتدا
subject|مسند اليه
subject|مضامين
subject|مضمون
subject|موضوع
subject|سكالو
subjected|مطيع
subjection|تابعيت
subjective|تصوري
subjective|ذهني
subjective|عندي
subjects|اتباع
subjugation|تسخير
sublimity|پارکال
submarine|تحت البحري
submerged|ډوب
submission|تسليمي
submission|تفويض
submissive|مطيع
subordinate|فرعي
subordinate|لاس کوڅی
subordinate|مادون
subordination|تابعيت
subscriber|ګډون كونكي
subscription|ګډون
subsidence|ترسب
subsidiary|فرعي
subsistence|چلند
subsistence|معاش
subsistence|نفقه
substance|شی
substances|اجسام
substantive|موصوف
substitute|تعويض
substitute|عوض
substitute|ونج
substitution|ابدال
subterfuge|جڼه جڼه
subterranean|تحت الارضي
subtle|ميين
subtract|تفريقول
suburb|چاپيريال
suburbs|اطراف
subversive|مخرب
subway|ميترو
succeed|کاميابېدل
success|توفيق
successful|کامياب
successful|کاميابي
successful|مخروڼی
successful|موفق
successful|موفقيت
successful|بريالی
succession|تعاقب
succession|خلافت
succession|سلسله
successive|متوالي
successor|خلف
such|همدارنګه
such|همداسې
such|همداشان
such|همدغسې
suck|شپېلل
suckling|مورروی
sudden|ناڅاپه
suddenly|بې واره
suddenly|دفعتاٌ
suddenly|له واره
suddenly|ناببره
suddenly|نابرهو
suddenly|نابوبره
suddenly|ناپېښه
suddenly|ناڅاپه
suddenly|ناګمانه
suddenly|ناګهان
suddenly|يوپلا
suddenly|يودم
suddenly|يوځلی
suddenly|ګوری موری
suddenly|ناڅاپه
suede|جير
suffer|ځوريدل
suffering|محنت
suffering|ګر
sufficiency|کفايت
sufficient|سمت
sufficient|کافي
suffix|لاحقه
suffix|وبره
suffix|وروستاړی
suffocated|تربت
suffocation|اختناق
sugar|شکره
suggestion|توصيه
suggestion|نظريه
suicide|ځانوژنه
suit|عرض
suit|عريضه
suit|كالي
suitability|وړتوب
suitable|موزون
suitable|وړ
suiting|کشميره
sulky|برګ
sullen|ارغو برغو
sulphur|ګوګړ
sultan|سلطان
sum|جمله
sum|رقم
sum|موجز
summary|خلاصه
summary|لنډيز
summary|مختصر
summer|دوبی
summer|ووړی
summit|څوکه
summon|حاضرول
summoning|استحضار
sun|نمر
sun|نور
sunburnt|نرسوی
sunday|اتوار
sunday|يکشنبه
sunday|یوني
sunday|یوه نۍ
sundries|متفرقه
sunflower|لمرګلی
sunflower|ميرګل
sunk|هوک پوک
sunny|روښانه
sunrise|لمرڅرک
sunset|لمرلوېدل
sunset|لمرلوېده
sunshade|چتر
sunstroke|جل
super|سوپر
superciliousness|تکبر
superficial|سرسري
superficial|سطحي
superficial|ظاهري
superficial|قشري
superficial|ځغلند
superfluity|کثرت
superfluous|بې لزومه
superhero|يبي اتل
superior|زبر
superior|زبردست
superior|مافوق
superiority|لوړوالی
superman|ستر مېړه
supernatural|خارق العاده
superpower|زبرځواک
superstition|موهوم پرستي
supervision|مواظبت
supervisor|ناظر
supervisor|نګران
supper|ماښامی
supplement|ضميمه
supplementary|متمم
supplements|ملحقات
supplication|زارۍ
supplication|لوڅې پوڅې
supplication|نياز
supplications|مناجات
supplies|اکمالات
supply|زېرمه وال
supply|عرضه
support|پايه
support|پرخواتوب
support|تحکيم
support|تقويه
support|تکيه
support|حمايت
support|لنګه
support|ملاتړ
support|ملاتړل
support|ننکه
support|ملاتړ
supported|مستند
supporter|خواګی
supporter|ملاتړ
supporting|مايل
suppose|انګیرل
supposed|کيفي
supposedly|فرضاً
supposing|فرضاً
supposition|فرض
supposition|ګمان
supposition|ګومان
suppress|ستول
suppressed|پايمال
suppression|اختناق
supremacy|تفوق
surcharge|سروری
sure|متيقن
sure|مطمين
surely|آخود
surely|بې شکه
surely|خود
surely|يقينأ
surety|ضمانت
surface|مخ
surgeon|جراح
surgery|جراحي
surmise|حدس
surname|کنيه
surplus|اضافي
surplus|علاوه
surplus|فاضل
surplus|مازاد
surprise|ډاکه مار
surprised|حيران
surprised|لل ګل
surprised|متحير
surprised|هريان
surprising|عجيب
surrender|تسليمېدل
surrendered|تسليم
surrendering|تسليمي
surround|محاصره،ایسارول
surround|چاپېرول
surrounded|محصور
surrounding|چاپېريال
surveillance|څارنه
surveillance|څاو
survey|مطالعه
surveying|کتنه
surveyor|مساح
susceptible|مستعد
suspect|مظنون
suspected|مظنون
suspend|ځړيدل
suspended|معلق
suspended|ملتوي
suspended|موقوف
suspenders|ګالېس
suspending|موکول
suspension|معطلي
suspicion|اړنګ
suspicion|بغېړنه
suspicion|شک
suspicion|وياړ
suspicious|بدګوماني
suspicious|بغېړ
suspicious|شکمن
suspicious|اړنګمن
sustenance|قوت
suture|بخۍ
swallow|اپېلل
swallow|توتکۍ
swallow|غوړپ
swallow|غړپ
swallow|نغرل
swallow|نغړدل
swallow|ښڅياکه
swallow|تيرول
swallow|توتکۍ، پرستو، چلچله
swamp|جبه
swan|هنس
swan|قو، قازه
swarm|خيل
swarming|هجوم
swarming|ورنډه
swarthy|ارغوش
sway|منجېدل
swear|لوباتل
swearing|تحليف
sweat|خولۀ
sweater|بنيان
sweater|جاکت
sweating|خوله
sweden|سويډن
swedish|سويډنی
sweeper|جارو کښ
sweepings|ورخړ
sweet|خوږه
sweet|شېريني
sweet|کوکو
sweetheart|دلبر
sweetheart|ليلا
sweetheart|محبوبه
sweetheart|نګاره
sweetheart|نرم ( سړى )
sweetish|خوږه لوړی
sweetmeat|حلوا
sweetmeat|ميټايي
sweetness|خوږوالی
sweets|مټايي
swell|پړسول
swelled|پړسولی
swelling|باد
swelling|پړسېدنه
swelling|تورم
swelling|موټه
swelling|نفخ
swelling|ورم
swelling|ډډ
swelling|ډډوالی
swift|چابک
swiftness|چابکتوب
swiftness|چابکتيا
swiftness|چابکي
swim|لمبل
swim|لمبو
swim|لمبېدل
swimmer|لامبوزن
swimmer|آبباز
swimming|لامبو
swimming|لمبو
swimming|ډانډوکۍ
swimming|آببازي
swindle|غبن
swindle|ګنډکپي
swindler|ټګ
swindler|ټګمار
swindling|ټګي
swine|مته
swing|زنګول
swing|ټال
swing|ټالېدل
switch|شيشکه
switch|لښته
swollen|متورم
swollen|ټنډ
swollen|ټنډه
swoon|ضعيفي
sword|کريچ
syllable|هجا
syllogism|قياس
symbol|سمبول
symbol|علامه
symbol|نخښه
symmetry|تناظر
sympathetic|زړه خوږی
sympathetic|زړه خوږی
sympathetic|زړه سواند
sympathetic|مشفق
sympathy|زړه خوږي
sympathy|زړه سوی
sympathy|همدردي
synonymous|مرادف
synonymous|مترادف
synopsis|اختصار
synoptic|اجمالي
syntax|نحو
synthetic|ترکيبي
syphilis|سفليس
syria|سوريه
syrup|شربت
syrup|ګوړۍ
system|نظام
system|غونډال
systematic|سيسټماټيک
table|ميز
tableau|انځور
tablecloth|مېزپوښ
tablet|ګولۍ
tacit|ضمني
tack|ګل مېخۍ
tact|سليقه
tactless|بې نزاکته
tactlessness|بې نزاکتي
taffeta|تافته
tail|لکۍ
tailor|درزي
tailor|ګنډونکی
tailoring|خياطي
take|بېول
take|بېول
taken|مسخر
tale|قصه
tale|نکل
talent|قابلیت
talented|مستعد
talisman|څاښت
talk|غږېدل
talk|لام کلام
talk|نطق
talk|وراشه
talk|وينا
talk|وينه
talk|ږغېدل
talk|ګړېدل
talkative|کواټه
talkative|کړتن
talkative|لپړو
talkative|وياند
talkative|ويندوکی
talkative|ګپاوو
talkative|ګړاوو
talker|څړپن
talking|ناطق
tall|بګ
tall|جګ
tall|لوړ
tallness|هسکوالی
tally|چوخت
tambourine|داريال
tambourine|دريا
tambourine|دريال
tambourine|دريه
tame|اېلول
tame|اېلېدل
tame|رام
tame|ليول
tame|لېوول
tan|غنم رنګه
tangent|مماس
tangential|مماسي
tangible|محسوس
tangle|جړ كېدل
tangled|انجړ بنجړ
tangled|جړ
tangled|کړکېچن
tank|ټانګ
tanker|ټانکر
tanzania|تنزانيا
tap|نل
tap|نلکه
tap|ټک
tape|فيته
tapping|ټکهار
tar|قيرول
tarantula|غونډک
tarantula|غونډل
tarantula|غونډی
tardiness|وروسته والی
target|هدف
targets|اهداف
tarnish|پيکه کيدل
tarpaulin|ټاټ
tarsus|وړوکي
tartar|تاتار
task|وظيفه
tassel|زونډی
taste|خوند
taste|ذايقه
taste|ذوق
taste|مزه
taste|نا
taste|نوبر
taste|نوسه
taste|څکه
taste|څکيندن
tasteless|بېذوقه
tasty|خوشخوره
tasty|خوندور
tasty|خوندور
tatters|ګنده
tattoo|خال
taunt|پېغور ورکول
taunt|طعنه
taunt|پېغور ورکول
tavern|ميخانه
tax|خراج
tax|ساو
tax|ماليات
tax|ماليه
tax|ټېکس
tax|محصول
taxi|ټکسي
taxpayer|باج ورکونکی
tea|چای
teach|علم
teacher|مدرس
teacher|معلم
teacher|ښوونکی
teacher|استاذ
teacher|عالم
teaching|تعليم
teaching|درس
teaching|درسي
teaching|معلمي
teaching|ښوونه
teaching|ښوونه
teacup|پياله
team|ټيم
tear|شلول
tear|څيرل
tease|زييرول
tease|کړول
teased|زوکلېدل
teasing|آزار
teasing|ځور
teat|تی
technical|فني
technician|فني
technique|تخنيک
technology|تخنيک پوهنه
teen|هلک توب
teenage|هلک توب
teeth|غاښونه
telegraph|تيلګراف
telegraphic|تلګرافي
telephone|لرغږون
television|لرلید
tell|اورول
teller|صراف
temerity|تهور
temper|خلق
temper|طبع
temperament|مزاج
temperance|اعتدال
temperate|معتدل
temperature|دحرارت درجه
tempered|هشګوڼی
tempest|توپان
temple|ټېک
temporarily|موقتأ
temporary|موقتي
temptation|وسواس
temptation|وسواسه
ten|لس
tenable|ټينګ
tenacity|ټينګار
tenant|شريک
tend|پالنه کول
tender|مشفق
tender|نازک
tender|نازنين
tenderness|نفاست
tendon|واڼه
tendon|وژی
tendons|سپيني
tennis|ټېنس
tenor|مفهوم
tense|متشنج
tension|ترينګلتيا
tent|سکام
tentative|ازمېښتي
tenth|لسم
tenure|تصرف
tepid|لشماتي
term|شرط
terminal|انتهايي
terminating|منجر
termination|پای
termite|وينه
terms|مصطلحات
terrace|ماتاوۍ
terraced|پټه دار
terrain|ځمکه
terrible|مخوف
terrible|مهيب
terrible|وېروونکی
terrified|ډارېدلی
terrify|سخت ډارول
terrifying|مدهش
terrifying|وېروونکی
territory|علاقه
territory|قلمرو
territory|لته
territory|ولکه
terror|ترور
terror|خوف
terror|هول
terrorism|ترهګري
terrorist|ترهګره
terrorists|ترهګران
test|ازمايښت
test|ازمويل
test|ازموينه
test|امتحانول
test|آزموينه
test|محک 
testament|وصيتنامه
tested|ازمويلی
testicle|خوټه
testimonial|تقديرنامه
testimony|شهادت
tetanus|تيتانوس
tether|دربلول
text|نص
textiles|نساجي
texture|نسج
than|ترې
than|نه
thankful|ممنون
thankful|منندوی
thankful|منندويه
thankfulness|امتنان
thanks|تشکرکول
thanks|کورودانی
thanks|مننه
that|چی
that|ها
that|هاغه
that|هغه
that|هوغه
thatch|دروزه
thawed|ويلي
theatre|نندارغالی
theatre|نندارغالی
theatres|نندارغالي
theft|غلا
their|يې
theirs|ددوي
them|هغوئ
then|خی
then|نو
then|هله
then|ورسته
then|ورستو
then|وروسته
then|وسکه
then|پس
theology|دين پوهنه
theoretical|نظرمي
theory|نظريه
therapy|درملنه
there|دالته
there|هغلته
there|هلته
there|هلته کې
there|هلې
there|هماغلته
there|همالته
there|همغلته
there|هوري
there|هورې
therefore|له دې لامله
thermometer|مېزان الحراره
thermometer|تودمېچ
these|دغو
thesis|تېز
they|هغوي
they|هغوئ
thick|پريړ
thick|پنډ
thick|خټه
thick|سڅ
thick|غليظ
thick|غورس
thick|کراسته
thick|ټينګ
thick|ډبل
thick|ګټه
thick|ګڼ
thicken|پريړول
thicket|اغزياڼه
thickness|ضخامت
thickness|ګڼوالی
thief|غل
thieves|غلۀ
thieving|لاس وهنه
thigh|ورون
thimble|ګوتمه
thin|اوبلن
thin|ترنځی
thin|چنګ
thin|خوار
thin|رقيق
thin|کړک
thin|کړکی
thin|لرګين
thin|مهين
thin|ميين
thin|نازک
thin|نروب
thin|نروڅکی
thin|نری
thin|ډنګر
thing|متاع
thing|څيز
think|سوچ / فکر کول
thinker|متفکر
thinking|تفکر
thinking|چرت
thinking|چورت
thinking|سوچ
thinking|فکر
thinly|څنګه
third|دريم
thirst|تنده
thirsty|تږی
